Emotion,Text
Joy,Oh i have to set the table for a million people i dont even like 
Anger,"Who can honestly say that they have never been consumed by that intense annoyance , never felt that burning but wrenching tension and Anger at life 's petty frustrations . "
Joy,"Inside Lagon Campus  With @Alhaji_Jeycee.. Passing Through,  ..Tune In Now, 99.7 fm.. #Joy F.M. Nite w/ The Stars.."
Neutral, & you ? 
Surprise,Oh shit I am soooo screwed for this quiz.... 
Joy,Looks like the AGM presentation this year will be DIRE. Uppercase titles with tacky images. 
Anger,"Rock became aware that the thrilling , magical father , who had taken his young son backstage , on the road , drinking , water-skiiing , was gradually becoming a resentful tyrant . "
Anger,Why are you arresting me ? 
Joy,@thebodyshopuk is that little bit of early summer you get with your strawberry shower gel when it's snowing outside...
Sadness,@Hillmonious sounds solid :p that's a good movie :D and u just broke my heart 
Sadness,He ’ s got laid off again . I do feel sorry for him . 
Neutral, Is that all you would like to check out ? 
Sadness,"Noo, trying to watch harry potter part 2 and it shut off!! whyyyyy! "
Joy,We are missing a few ugly sweaters at this party right now  @killlakitty @HelloCari ..@05thuglife where you att?
Disgust,"if i see another nigga wit my name, and he aint crispy, or cool., i look at him in "
Joy,Spending my day doing points recovery 
Joy,LMAO!!  RT @danecook I just shit my pants. Pure 100% gravy. 
Anger, Peter ! Pack them . Don't read them . 
Anger,At the end of my holiday job I got less money than was due to me and nobody mentioned anything about that.
Sadness,I'm a lil disappointed... I was waitin for her to rip her clothes off and sing TGIF or something 
Joy," Well thank you ! In that case , I am 26 years old , and what about yourself ? "
Joy,The very idea is preposterous and I was overJoyed to see that you believed me . 
Shame,"It was less that I was too proud , more that I was too embarrassed . "
Fear, It's scary . 
Sadness,I'm so in need of liquor in my home. My apt has never been this dry. 
Sadness,So tired of crying all the time  
Fear,In life there is either  or -I pick #confidence ~David Murphy
Joy,Awe the money in the world couldn't give me the I'm feeling .!!!
Joy,I have a class in the design building. Seriously? I don't think there is a building farther away from Larch. #collegekidprobs
Fear,You know that feeling you get before you make a decision that will effect the rest of your life? oh yeah its called 
Joy,Need to get better real quuuick! I got a bus to catch to NYC on Friday to see my biddies @JulzieKay @kristiegal  &amp; 
Joy,"The Sunday before finals.. I bet the library is packed. Butttt, I'm going anyway.  "
Joy,Rainy Mondays in November...brrrrrrr &amp; curiously beautiful.  
Fear,"Fxck all y'all we ignore feelings here, premature millionaires welcome to our realist year "
Fear,5 minutes till pizza express pizza is cooked 
Fear,Nor will the wealth profit him when he is  thrown in the pit 
Anger,"Many of the latecomers , especially as the afternoon wore on , were furious to find the doors locked , not having heard of the noon closure and so thinking they had all day . "
Joy,I got a parfait. I'm mad happy. 
Sadness,He looked so downcast that even Angalo patted him on the shoulder . 
Sadness,This awkward moment that you woke up happily then ended up annoyed and sad with a fight with him. 
Joy,Work till noon 
Fear,When the week for Exams came. I got afraid as to how I would tackle the questions.
Joy,"KINO @ Photocaustic Hal. dpn Plaza Lotus at 5 pm till end, come and join! @larasptari @OkiTabutti  #ipank"
Disgust,My nephew iz a lil nasty wat kids lick bottom of shoes 
Sadness,One night my father suddenly suffered from a heart attack which lead to breathing difficulties.
Anger,She stopped as she saw the look of annoyance on his face . 
Fear,"I had decided to propose to the man I liked to make a trip together.  One day, during breakfast I told him my idea.  I was afraid of his not accepting it and that the idea would end up as a failure."
Surprise,I always mistake the garbage disposal switch for the light switch. 
Joy,"Professor announces take home exam, standing ovation follows "
Sadness,My family just left me... They're never coming back.. #woof
Anger,"A good friend deceived me. Because of that little quarrel our relationship finished, mainly because she was not honest. I was very Anger about that."
Sadness,He felt increasingly irritated and despondent . 
Joy,gonna be at school from 8am till 10pm tomorrow...
Disgust,"Don't come back to me w that shit ever again...nah no love from hippie  ...Shame on me, to let u advance on my love "
Joy,Made a wonderfull new friend.
Sadness,I experienced tears of real grief for the first time when my granny died . 
Fear,"I used to stutter a lot in those days , I was a very frightened boy . "
Sadness, No . Only a few pounds . But my passport was in the bag . That ’ what I ’ m really worry about . 
Anger,I have management issues....still...after taking dem sucky ass classes 3 times already smgdh
Joy,I'll be absent on saturday B-) ! Soo long weekend *PARTY*!!!!!!  
Joy,"Perhaps elated behaviour has evolved in connection with a rise in the hierarchy , depressive behaviour with a fall . "
Surprise,Yeahhhhh LE contrat que j'attendais depuis 3 mois est arrivé !!! La question c'est #ebookmychristmas ou pas...
Fear,to live a creative  we must lose our of being #wrong.
Neutral," Oh , I see . "
Joy,"Commence week of stressing, headaches, nearly throwing up, not eating or sleeping. "
Anger,When the paramilitary was sent to the university and it started using tear gas and started intimidating the students without any provocation.
Joy,Time to write a poem on the Black Death. #notinthemood .-.
Sadness,&quot;@GiGi_LaFleur: RT @Mallibaybee: So what's the point of being a twitter model ?? Showing that ass for free-- for follows. Lol&quot;----
Sadness, I had a terrible quarrel with my neighbor yesterday . 
Sadness, I'm sorry I've already gone through my paycheck for the week . 
Joy," Pretty good , thanks . I'm going to see my uncle . "
Sadness,I not fine.. I guess its time to be alone.. Away.. #unhappy
Joy,Another early morning tomorrow and a long drive home. 
Sadness,When my grandmother died; I had a stronger relation to her than to my mother.
Neutral, Didn't I ? 
Fear,He runs from falls into the pit!
Surprise,gedichtje en Surprise af. Wordt een mooie avond. 
Sadness,El soundtrack de mi vida: Sangre Azul - No puedo estat sin ti. 
Surprise,Hanging out with a friend I thought died. Hmm... 
Anger,"today, j'ai failli tué quelqu'un dans un restaurant "
Anger,There's nothing more annoying than someone not replying to a text message 
Joy,I have the biggest headache and have to write 2 papers -_-#killmenow
Surprise,@SousaJD lol I'm actually at lvs right now! The calender launch was today so I've decided to make an appearance ! 
Anger,"Why ever did he bother to write them out ? the landlady asked , gravely vexed and insulted . "
Fear,"She was nervous of all Men , and preferred to be with the women of the Court . "
Surprise,@greysonchance can't wait till friday! and the mhmm...wonder what it is ;)
Joy,So happy to put up tree and make stockings with @alexashleys. Love her so sweetly :) 
Joy,Good Is Faith.  Thank You Jesus.   #belief #peace #loveyou
Anger, They released me the next morning . 
Surprise,SERIOUSLY THE HAPPIEST GIRL IN THE ENTIRE WORLD RIGHT NOW!! #bfff
Surprise,He saw the bewildered look on Hencke 's face and led him towards two comfortable chairs which stood on either side of a low occasional table . 
Sadness, I'm thinking of dropping out . 
Sadness,"Aside from the fact that Jill is quite capable of carrying her own books , her glumness could easily be due to being a young lesbian forced to suppress it and wishing Jack would take his stupid pick-up lines elsewhere . "
Joy,Love being at work on my rare weekend off! 
Joy,"@HelloRaisin24 ewwww, I know what you mean, when do you start &amp;&amp; finish? I already started last week &amp;&amp; I finish in like 3 more weeks. "
Anger,I can't stand the stupid guy any longer . It's unbelievable . 
Joy,A friend of mine told me that I had passed the entrance exam to the university.
Joy,"Nevertheless, do not rejoice in this, that the spirits are subject to you, but rejoice that your names are written in heaven.Luke 10:20 "
Joy,After a weekend at a seminar I saw my husband again. I hurried home hoping he would be there. We embraced - I enJoyed feeling his body.
Fear,"For all those years you've protected the seed, it's time to become the beautiful flower.~S.C. Paul   "
Joy, At Harvard . What about you ? 
Neutral," It ’ s a prediction of your month , based on your zodiac sign . You have a different sign for the month and date you were born in . I was born on April 15th , so I ’ m an Aries . When were you born ? "
Surprise,Breaking dawn..better than i thought 
Sadness,"Relatives often carry enormous personal burdens , for example , the grief of losing a child 's expected bright future , or the tragic decline into senility of a loved companion . "
